open_time,open,high,low,close,volume
2025-11-05T04:00:00+00:00,3969.300049,3982.300049,3968.100098,3977.5,14525
2025-11-05T05:00:00+00:00,3978.5,3987.399902,3970.699951,3973.399902,18579
2025-11-05T06:00:00+00:00,3973.699951,3982.600098,3970.300049,3975.100098,14743
2025-11-05T07:00:00+00:00,3975,3984.600098,3971.5,3982,11557
2025-11-05T08:00:00+00:00,3982.100098,3997,3982,3989.899902,16880
2025-11-05T09:00:00+00:00,3989.800049,3991.199951,3973.600098,3982.100098,14599
2025-11-05T10:00:00+00:00,3982,3982,3964.800049,3973.399902,16607
2025-11-05T11:00:00+00:00,3973.5,3978.100098,3966.5,3975.699951,12080
2025-11-05T12:00:00+00:00,3975.5,3979.300049,3970.800049,3979.300049,9354
2025-11-05T13:00:00+00:00,3979.300049,3989.5,3974.100098,3985.600098,24362
2025-11-05T14:00:00+00:00,3985.800049,3995.600098,3979.199951,3983.199951,33822
2025-11-05T15:00:00+00:00,3982.600098,3994.5,3973.300049,3987.899902,37971
2025-11-05T16:00:00+00:00,3988.100098,4000.699951,3984.100098,3997.199951,22291
2025-11-05T17:00:00+00:00,3996.800049,3999.800049,3988.199951,3991.399902,14654
2025-11-05T18:00:00+00:00,3991.699951,3996,3988.199951,3992,11227
2025-11-05T19:00:00+00:00,3992,3998.899902,3988.600098,3997.800049,9661
2025-11-05T20:00:00+00:00,3997.899902,4000.399902,3991.800049,3994.899902,9534
2025-11-05T21:00:00+00:00,3995,3995.899902,3988.199951,3990.399902,5287
2025-11-05T23:00:00+00:00,3991.899902,3992.199951,3975.899902,3983,0
2025-11-06T00:00:00+00:00,3983,3984.699951,3978.199951,3984.699951,10956
2025-11-06T01:00:00+00:00,3984.699951,3986.100098,3973.100098,3984.600098,17968
2025-11-06T02:00:00+00:00,3984.699951,3994,3982.199951,3991.800049,16742
2025-11-06T03:00:00+00:00,3991.800049,3998.699951,3987.5,3995.800049,14616
2025-11-06T04:00:00+00:00,3995.600098,3998.399902,3992.399902,3997.300049,8200
2025-11-06T05:00:00+00:00,3997,4000,3994.199951,3996.699951,10412
2025-11-06T06:00:00+00:00,3996.699951,4002.800049,3990.800049,4000.800049,13350
2025-11-06T07:00:00+00:00,4000.699951,4019.399902,4000.199951,4015.100098,21847
2025-11-06T08:00:00+00:00,4014.800049,4026.199951,4013.800049,4024.199951,16242
2025-11-06T09:00:00+00:00,4024.300049,4024.5,4018.100098,4020.399902,7814
2025-11-06T10:00:00+00:00,4020.399902,4020.5,4013.600098,4017.699951,10145
2025-11-06T11:00:00+00:00,4017.600098,4028.5,4016.100098,4027.100098,12643
2025-11-06T12:00:00+00:00,4027.300049,4028.899902,4012.100098,4014.399902,14804
2025-11-06T13:00:00+00:00,4014.5,4025.5,4012.699951,4021,18045
2025-11-06T14:00:00+00:00,4021.100098,4022.800049,3996.899902,4001.699951,44736
2025-11-06T15:00:00+00:00,4001.600098,4002.300049,3983.600098,3988.199951,49514
2025-11-06T16:00:00+00:00,3988.300049,3994.800049,3984.199951,3989.399902,24581
2025-11-06T17:00:00+00:00,3989.300049,3996.5,3973.199951,3994.300049,31131
2025-11-06T18:00:00+00:00,3994.600098,3999.199951,3988.199951,3995.699951,17638
2025-11-06T19:00:00+00:00,3995.800049,4003.699951,3990.699951,3993.199951,12651
2025-11-06T20:00:00+00:00,3993.300049,3995.199951,3987.300049,3988.800049,9249
2025-11-06T21:00:00+00:00,3988.899902,3990.699951,3984.300049,3984.699951,5749
2025-11-06T23:00:00+00:00,3986,3997,3981.5,3996.300049,0
2025-11-07T00:00:00+00:00,3996,4002,3991.600098,3996,10066
2025-11-07T01:00:00+00:00,3995.899902,4010.600098,3994.699951,4009.100098,16311
2025-11-07T02:00:00+00:00,4009,4011.199951,3998.800049,4002.5,15437
2025-11-07T03:00:00+00:00,4002.399902,4003.800049,3995.300049,3997.800049,11381
2025-11-07T04:00:00+00:00,3997.600098,4005.800049,3992.800049,4005.699951,11112
2025-11-07T05:00:00+00:00,4005.899902,4006.300049,3998.800049,4002.399902,9939
2025-11-07T06:00:00+00:00,4002.399902,4016.199951,3999.600098,4014.300049,12797
2025-11-07T07:00:00+00:00,4014.399902,4017.5,4010.199951,4015.300049,9681
2025-11-07T08:00:00+00:00,4015.399902,4018.899902,4011.100098,4017.899902,9493
2025-11-07T09:00:00+00:00,4017.899902,4022.399902,4011.699951,4014.399902,10379
2025-11-07T10:00:00+00:00,4014.399902,4017.199951,4010.300049,4015.800049,7678
2025-11-07T11:00:00+00:00,4015.800049,4019.899902,4001.199951,4011.199951,15551
2025-11-07T12:00:00+00:00,4010.899902,4016.899902,3998.699951,4003.199951,16336
2025-11-07T13:00:00+00:00,4003.5,4009.399902,3998.899902,4004.699951,17429
2025-11-07T14:00:00+00:00,4004.699951,4015,3991.5,4000.399902,36608
2025-11-07T15:00:00+00:00,4001.199951,4006.699951,3991.100098,3998,28282
2025-11-07T16:00:00+00:00,3998.199951,4035.800049,3997.100098,4015.699951,48020
2025-11-07T17:00:00+00:00,4015.800049,4018.100098,3999.300049,4012.600098,32640
2025-11-07T18:00:00+00:00,4012.600098,4016.300049,4006.600098,4012.600098,17297
2025-11-07T19:00:00+00:00,4012.800049,4016.5,4008.800049,4014.300049,10537
2025-11-07T20:00:00+00:00,4014.100098,4014.600098,4002.399902,4012,12754
2025-11-07T21:00:00+00:00,4011.800049,4013.100098,4006.300049,4008.5,4911
2025-11-09T23:00:00+00:00,4017.600098,4020.300049,4009.800049,4019.899902,11493
2025-11-10T00:00:00+00:00,4019.899902,4032,4019,4028.399902,18429
2025-11-10T01:00:00+00:00,4028,4062,4026.800049,4052.699951,43197
2025-11-10T02:00:00+00:00,4052.800049,4057.899902,4046.300049,4056.899902,22131
2025-11-10T03:00:00+00:00,4056.699951,4061.699951,4053,4058.699951,14082
2025-11-10T04:00:00+00:00,4058.600098,4065.899902,4058.5,4063,13461
2025-11-10T05:00:00+00:00,4062.699951,4078.199951,4058.600098,4077.5,20109
2025-11-10T06:00:00+00:00,4077.699951,4087.300049,4074.800049,4083.600098,20353
2025-11-10T07:00:00+00:00,4083.600098,4087.800049,4080.399902,4083.300049,13361
2025-11-10T08:00:00+00:00,4083.300049,4093.699951,4083,4090.5,17570
2025-11-10T09:00:00+00:00,4090.199951,4095.199951,4079.5,4084.899902,18142
2025-11-10T10:00:00+00:00,4084.899902,4092.300049,4084.100098,4089.199951,8977
2025-11-10T11:00:00+00:00,4089.399902,4094.199951,4084,4093.899902,8276
2025-11-10T12:00:00+00:00,4094.199951,4108.700195,4093,4106,21173
2025-11-10T13:00:00+00:00,4106.100098,4115,4098,4099.899902,32074
2025-11-10T14:00:00+00:00,4099.799805,4102.5,4082.5,4091.399902,45329
2025-11-10T15:00:00+00:00,4091.399902,4102.200195,4084.699951,4091.399902,38869
2025-11-10T16:00:00+00:00,4091.300049,4104.200195,4089.100098,4103,21825
2025-11-10T17:00:00+00:00,4103.200195,4110.799805,4101.299805,4110.399902,16157
2025-11-10T18:00:00+00:00,4110.600098,4123.899902,4109.299805,4117.600098,24633
2025-11-10T19:00:00+00:00,4117.899902,4123.299805,4115.299805,4120.899902,12919
2025-11-10T20:00:00+00:00,4120.799805,4122.399902,4113.799805,4118.799805,13251
2025-11-10T21:00:00+00:00,4118.899902,4124.200195,4117.600098,4123,5992
2025-11-10T23:00:00+00:00,4125,4129.700195,4121.600098,4126.700195,0
2025-11-11T00:00:00+00:00,4126.799805,4139.899902,4123.100098,4137.100098,16923
